# SignalP-5.0	Organism: Gram-positive	Timestamp: 20190601013451
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
_BSU33690	OTHER	0.219677	0.007477	0.107426	0.665419	
_BSU33700	OTHER	0.025882	0.015405	0.001853	0.956860	
_BSU33710	LIPO(Sec/SPII)	0.154860	0.010056	0.834735	0.000349	CS pos: 22-23. LSG-CS. Pr: 0.8386
_BSU33720	OTHER	0.002512	0.000191	0.000655	0.996643	
_BSU33730	OTHER	0.089884	0.000687	0.058627	0.850802	
_BSU33760	OTHER	0.389630	0.007806	0.007320	0.595245	
_BSU33770	SP(Sec/SPI)	0.718931	0.006378	0.259980	0.014711	CS pos: 32-33. TSA-KE. Pr: 0.5821
_BSU33780	OTHER	0.029807	0.000179	0.113409	0.856605	
_BSU33800	OTHER	0.001654	0.000630	0.001282	0.996435	
_BSU33810	LIPO(Sec/SPII)	0.011768	0.000281	0.987398	0.000553	CS pos: 20-21. LGG-CS. Pr: 0.9882
_BSU33820	OTHER	0.011134	0.000724	0.000934	0.987208	
_BSU33830	OTHER	0.042337	0.000645	0.011387	0.945631	
_BSU33850	OTHER	0.015060	0.000196	0.044925	0.939819	
_BSU33870	OTHER	0.008881	0.001877	0.004690	0.984553	
_BSU33880	OTHER	0.049784	0.003251	0.041690	0.905274	
_BSU33900	OTHER	0.006552	0.000847	0.000794	0.991806	
_BSU33960	OTHER	0.044929	0.007297	0.127493	0.820282	
_BSU34000	OTHER	0.278671	0.072650	0.014924	0.633756	
_BSU34010	OTHER	0.133037	0.110240	0.068151	0.688572	
_BSU34070	OTHER	0.025735	0.000292	0.009770	0.964204	
_BSU34080	OTHER	0.024744	0.000269	0.003325	0.971662	
_BSU34120	LIPO(Sec/SPII)	0.336226	0.001646	0.658621	0.003507	CS pos: 17-18. WSA-CS. Pr: 0.6598
_BSU34140	OTHER	0.285157	0.014216	0.039087	0.661539	
_BSU34150	OTHER	0.007685	0.000268	0.004167	0.987881	
_BSU34160	LIPO(Sec/SPII)	0.002164	0.000118	0.997499	0.000219	CS pos: 22-23. LAA-CG. Pr: 0.9981
_BSU34190	OTHER	0.001330	0.000257	0.007709	0.990703	
_BSU34250	OTHER	0.026793	0.001283	0.172783	0.799142	
_BSU34265	OTHER	0.184817	0.001522	0.006087	0.807575	
_BSU34310	OTHER	0.022679	0.001222	0.091360	0.884739	
_BSU34350	OTHER	0.002217	0.000095	0.005876	0.991812	
_BSU34370	OTHER	0.122359	0.003478	0.005407	0.868756	
_BSU34440	OTHER	0.017585	0.001020	0.001054	0.980342	
_BSU34450	SP(Sec/SPI)	0.989630	0.005626	0.003774	0.000969	CS pos: 29-30. AFA-KE. Pr: 0.9764
_BSU34460	OTHER	0.458850	0.001626	0.027938	0.511587	
_BSU34470	OTHER	0.037459	0.005502	0.017256	0.939782	
_BSU34490	OTHER	0.010485	0.000151	0.023694	0.965670	
_BSU34500	OTHER	0.007337	0.000293	0.009484	0.982886	
_BSU34520	OTHER	0.010337	0.000303	0.001183	0.988177	
_BSU34530	OTHER	0.026667	0.032058	0.008016	0.933259	
_BSU34570	OTHER	0.022264	0.007337	0.001292	0.969107	
_BSU34580	OTHER	0.054557	0.004519	0.252447	0.688477	
_BSU34590	SP(Sec/SPI)	0.483788	0.013599	0.023433	0.479180	CS pos: 36-37. SSA-FR. Pr: 0.1951
_BSU34600	OTHER	0.039751	0.001194	0.005799	0.953257	
_BSU34610	LIPO(Sec/SPII)	0.000855	0.000122	0.998798	0.000225	CS pos: 22-23. LAA-CS. Pr: 0.9993
_BSU34660	SP(Sec/SPI)	0.526115	0.028396	0.012507	0.432981	CS pos: 39-40. AIA-SG. Pr: 0.2343
_BSU34690	OTHER	0.010070	0.000259	0.036621	0.953050	
_BSU34710	OTHER	0.131170	0.006400	0.024528	0.837903	
_BSU34729	LIPO(Sec/SPII)	0.001737	0.000119	0.997718	0.000426	CS pos: 16-17. LSA-CQ. Pr: 0.9989
_BSU34800	SP(Sec/SPI)	0.980654	0.014877	0.002738	0.001731	CS pos: 30-31. ASA-ET. Pr: 0.8937
_BSU34820	OTHER	0.028619	0.001569	0.004564	0.965248	
_BSU34850	LIPO(Sec/SPII)	0.000401	0.000037	0.999435	0.000127	CS pos: 18-19. TGG-CS. Pr: 0.9991
_BSU34950	SP(Sec/SPI)	0.996421	0.001467	0.001272	0.000840	CS pos: 27-28. VFA-AD. Pr: 0.9924
_BSU34980	OTHER	0.030138	0.000282	0.009781	0.959799	
_BSU34990	OTHER	0.001307	0.000201	0.001477	0.997015	
_BSU35090	OTHER	0.111482	0.001407	0.295490	0.591621	
_BSU35100	OTHER	0.007762	0.000095	0.036945	0.955197	
_BSU35110	OTHER	0.001766	0.000092	0.005636	0.992507	
_BSU35130	OTHER	0.008403	0.000392	0.017864	0.973342	
_BSU35180	OTHER	0.020840	0.000823	0.006353	0.971984	
_BSU35210	OTHER	0.293399	0.029947	0.027748	0.648906	
_BSU35220	OTHER	0.004428	0.000585	0.001744	0.993243	
_BSU35250	OTHER	0.005417	0.000424	0.001929	0.992230	
_BSU35260	OTHER	0.007942	0.000539	0.001078	0.990441	
_BSU35270	LIPO(Sec/SPII)	0.000924	0.000073	0.998862	0.000142	CS pos: 20-21. LAA-CG. Pr: 0.9994
_BSU35280	OTHER	0.057589	0.013101	0.002425	0.926885	
_BSU35300	OTHER	0.002810	0.000178	0.000346	0.996666	
_BSU35340	OTHER	0.007125	0.000598	0.000818	0.991458	
_BSU35360	OTHER	0.023019	0.003322	0.004231	0.969428	
_BSU35400	OTHER	0.024177	0.002462	0.003418	0.969944	
_BSU35410	TAT(Tat/SPI)	0.223413	0.388022	0.012648	0.375917	CS pos: 32-33. ANA-NT. Pr: 0.4810
_BSU35500	OTHER	0.004112	0.000227	0.000556	0.995105	
_BSU35520	OTHER	0.425703	0.007004	0.038010	0.529282	
_BSU35530	OTHER	0.045169	0.000965	0.005647	0.948219	
_BSU35560	SP(Sec/SPI)	0.572102	0.018138	0.100900	0.308860	CS pos: 38-39. QIA-DQ. Pr: 0.1812
_BSU35570	OTHER	0.008338	0.000769	0.024786	0.966107	
_BSU35600	OTHER	0.009422	0.000231	0.003561	0.986786	
_BSU35620	SP(Sec/SPI)	0.994459	0.001098	0.002500	0.001943	CS pos: 24-25. ALA-DN. Pr: 0.9804
_BSU35630	SP(Sec/SPI)	0.998105	0.000424	0.000976	0.000495	CS pos: 25-26. SFA-AD. Pr: 0.9797
_BSU35640	LIPO(Sec/SPII)	0.001647	0.000077	0.998051	0.000225	CS pos: 16-17. LSG-CG. Pr: 0.9986
_BSU35650	OTHER	0.241715	0.005534	0.052014	0.700736	
_BSU35680	OTHER	0.027631	0.000147	0.000428	0.971794	
_BSU35700	OTHER	0.042945	0.000696	0.001302	0.955057	
_BSU35710	OTHER	0.002349	0.000314	0.001878	0.995459	
_BSU35720	OTHER	0.000887	0.000101	0.000206	0.998806	
_BSU35760	OTHER	0.358007	0.003436	0.016859	0.621698	
_BSU35780	SP(Sec/SPI)	0.997354	0.001243	0.001152	0.000252	CS pos: 27-28. AQA-AA. Pr: 0.7520
_BSU35800	OTHER	0.004625	0.000822	0.000726	0.993828	
_BSU35810	OTHER	0.171215	0.038110	0.111090	0.679585	
_BSU35820	LIPO(Sec/SPII)	0.004541	0.000166	0.992521	0.002771	CS pos: 19-20. LCG-CW. Pr: 0.9902
_BSU35830	OTHER	0.054866	0.000843	0.021474	0.922817	
_BSU35840	SP(Sec/SPI)	0.875528	0.022340	0.016031	0.086101	CS pos: 39-40. AYA-FV. Pr: 0.6865
_BSU35860	SP(Sec/SPI)	0.989872	0.002703	0.001310	0.006115	CS pos: 32-33. AEA-DT. Pr: 0.7122
_BSU35890	OTHER	0.011335	0.000425	0.070315	0.917925	
_BSU35900	OTHER	0.264636	0.002650	0.081312	0.651402	
_BSU35940	OTHER	0.082092	0.005787	0.002211	0.909910	
_BSU35950	OTHER	0.011920	0.000179	0.002166	0.985735	
_BSU35960	LIPO(Sec/SPII)	0.001528	0.000087	0.998206	0.000180	CS pos: 18-19. LTA-CS. Pr: 0.9988
_BSU35970	SP(Sec/SPI)	0.955323	0.034103	0.008931	0.001642	CS pos: 30-31. IHA-QQ. Pr: 0.9440
_BSU36030	OTHER	0.164100	0.002946	0.035109	0.797845	
_BSU36060	OTHER	0.008244	0.000269	0.001290	0.990197	
_BSU36090	OTHER	0.009864	0.000680	0.144768	0.844688	
_BSU36120	OTHER	0.037408	0.017263	0.004010	0.941319	
_BSU36130	OTHER	0.251836	0.006205	0.096695	0.645264	
_BSU36260	OTHER	0.202659	0.103515	0.074130	0.619695	
_BSU36350	OTHER	0.177895	0.014651	0.022364	0.785090	
_BSU36360	OTHER	0.017176	0.000721	0.003082	0.979021	
_BSU36450	OTHER	0.001125	0.000121	0.001219	0.997534	
_BSU36460	SP(Sec/SPI)	0.940907	0.002291	0.015871	0.040931	CS pos: 27-28. TKA-NE. Pr: 0.8564
_BSU36470	OTHER	0.038938	0.001629	0.055021	0.904412	
_BSU36480	OTHER	0.330899	0.071052	0.018295	0.579755	
_BSU36500	OTHER	0.250076	0.003571	0.011947	0.734405	
_BSU36510	OTHER	0.016133	0.001501	0.021440	0.960926	
_BSU36520	OTHER	0.019121	0.005605	0.030953	0.944320	
_BSU36530	OTHER	0.000922	0.000081	0.001135	0.997863	
_BSU36540	LIPO(Sec/SPII)	0.082814	0.000332	0.897554	0.019299	CS pos: 17-18. LSV-CT. Pr: 0.8923
_BSU36550	OTHER	0.118539	0.002918	0.009371	0.869171	
_BSU36570	OTHER	0.016842	0.001953	0.003959	0.977246	
_BSU36580	OTHER	0.061239	0.005336	0.002389	0.931036	
_BSU36590	OTHER	0.001910	0.002221	0.007029	0.988839	
_BSU36610	OTHER	0.007243	0.002042	0.007235	0.983481	
_BSU36680	OTHER	0.146150	0.002232	0.003989	0.847629	
_BSU36720	OTHER	0.007917	0.000553	0.042647	0.948883	
_BSU36780	OTHER	0.007994	0.000292	0.004531	0.987183	
_BSU36800	OTHER	0.009644	0.000257	0.000416	0.989683	
_BSU36810	OTHER	0.007672	0.000233	0.000441	0.991655	
_BSU36820	OTHER	0.031302	0.010980	0.003349	0.954369	
_BSU36830	OTHER	0.010700	0.000277	0.000319	0.988704	
_BSU36840	OTHER	0.005050	0.000534	0.000755	0.993661	
_BSU36850	OTHER	0.010826	0.000519	0.001310	0.987344	
_BSU36860	OTHER	0.029095	0.001886	0.155564	0.813455	
_BSU36870	OTHER	0.021306	0.001178	0.003312	0.974204	
_BSU36880	OTHER	0.003877	0.000987	0.012713	0.982424	
_BSU36940	OTHER	0.006755	0.000730	0.006450	0.986065	
_BSU36980	OTHER	0.001477	0.000278	0.038501	0.959744	
_BSU36990	OTHER	0.310285	0.006296	0.015122	0.668297	
_BSU37040	OTHER	0.075305	0.001773	0.012391	0.910531	
_BSU37180	OTHER	0.006117	0.001142	0.009110	0.983631	
_BSU37190	OTHER	0.327259	0.001533	0.021698	0.649510	
_BSU37220	OTHER	0.052962	0.000784	0.025011	0.921244	
_BSU37230	OTHER	0.012125	0.000181	0.022494	0.965200	
_BSU37240	OTHER	0.003383	0.001136	0.046005	0.949475	
_BSU37250	OTHER	0.007490	0.000188	0.025215	0.967107	
_BSU37270	OTHER	0.213118	0.003582	0.197957	0.585343	
_BSU37280	OTHER	0.177176	0.003863	0.009968	0.808993	
_BSU37300	OTHER	0.024881	0.001195	0.091799	0.882124	
_BSU37320	OTHER	0.046329	0.002591	0.021839	0.929242	
_BSU37350	OTHER	0.122502	0.001726	0.366418	0.509353	
_BSU37380	OTHER	0.005546	0.000874	0.040568	0.953012	
_BSU37400	OTHER	0.006603	0.000150	0.004065	0.989182	
_BSU37430	SP(Sec/SPI)	0.479304	0.014714	0.081514	0.424468	CS pos: 30-31. AEA-AA. Pr: 0.1960
_BSU37510	OTHER	0.148400	0.030074	0.060021	0.761505	
_BSU37530	SP(Sec/SPI)	0.734365	0.006614	0.001689	0.257332	CS pos: 31-32. AHA-YV. Pr: 0.7238
_BSU37570	OTHER	0.267270	0.005025	0.016903	0.710801	
_BSU37630	SP(Sec/SPI)	0.539248	0.017627	0.035668	0.407457	CS pos: 25-26. VQA-LA. Pr: 0.4363
_BSU37700	OTHER	0.006660	0.000179	0.012681	0.980480	
_BSU37750	OTHER	0.389730	0.006054	0.166779	0.437437	
_BSU37760	OTHER	0.094022	0.033043	0.057766	0.815170	
_BSU37800	SP(Sec/SPI)	0.967876	0.030157	0.001070	0.000897	CS pos: 30-31. AHA-QS. Pr: 0.9141
_BSU37850	OTHER	0.001740	0.000098	0.000355	0.997807	
_BSU37900	OTHER	0.001487	0.000110	0.000389	0.998014	
_BSU37920	OTHER	0.076811	0.008683	0.006892	0.907613	
_BSU37930	SP(Sec/SPI)	0.628801	0.014513	0.076784	0.279902	CS pos: 25-26. AHG-LE. Pr: 0.5235
_BSU37940	SP(Sec/SPI)	0.695129	0.019132	0.020346	0.265393	CS pos: 26-27. AVA-QS. Pr: 0.5446
_BSU37990	LIPO(Sec/SPII)	0.010575	0.000955	0.789301	0.199170	CS pos: 22-23. TGG-CM. Pr: 0.7741
_BSU38000	OTHER	0.002332	0.000863	0.000254	0.996552	
_BSU38050	OTHER	0.008869	0.000760	0.002290	0.988081	
_BSU38060	OTHER	0.159676	0.008615	0.020270	0.811439	
_BSU38090	SP(Sec/SPI)	0.985970	0.002690	0.010247	0.001093	CS pos: 28-29. VQA-AP. Pr: 0.8029
_BSU38120	OTHER	0.024941	0.000407	0.013218	0.961434	
_BSU38130	OTHER	0.006926	0.001688	0.021935	0.969451	
_BSU38140	OTHER	0.002605	0.000186	0.004875	0.992335	
_BSU38150	OTHER	0.002656	0.000290	0.000618	0.996436	
_BSU38160	OTHER	0.000568	0.000086	0.010839	0.988507	
_BSU38170	LIPO(Sec/SPII)	0.003072	0.000245	0.994698	0.001985	CS pos: 25-26. LGG-CS. Pr: 0.9952
_BSU38180	OTHER	0.040583	0.000390	0.045414	0.913613	
_BSU38210	OTHER	0.003894	0.000114	0.001497	0.994494	
_BSU38230	OTHER	0.003439	0.000316	0.059817	0.936429	
_BSU38240	OTHER	0.142134	0.003958	0.073653	0.780255	
_BSU38260	TAT(Tat/SPI)	0.007529	0.989730	0.001593	0.001148	CS pos: 45-46. TAA-KP. Pr: 0.6181
_BSU38270	LIPO(Sec/SPII)	0.003071	0.000210	0.996369	0.000350	CS pos: 19-20. CAG-CG. Pr: 0.9798
_BSU38280	SP(Sec/SPI)	0.995293	0.000717	0.003160	0.000830	CS pos: 22-23. AHA-ED. Pr: 0.9780
_BSU38320	OTHER	0.011802	0.000126	0.021044	0.967027	
_BSU38330	OTHER	0.034408	0.001123	0.049751	0.914718	
_BSU38340	OTHER	0.016216	0.004250	0.030728	0.948806	
_BSU38390	OTHER	0.038172	0.001498	0.002261	0.958069	
_BSU38400	SP(Sec/SPI)	0.993984	0.004188	0.000781	0.001048	CS pos: 27-28. AHA-QN. Pr: 0.9890
_BSU38410	OTHER	0.015061	0.000520	0.040324	0.944095	
_BSU38440	OTHER	0.003293	0.000143	0.001737	0.994828	
_BSU38470	SP(Sec/SPI)	0.982617	0.008093	0.008127	0.001162	CS pos: 31-32. AHA-VQ. Pr: 0.8720
_BSU38480	OTHER	0.001872	0.000124	0.000534	0.997471	
_BSU38490	OTHER	0.002985	0.000224	0.014441	0.982350	
_BSU38499	OTHER	0.064164	0.000397	0.027268	0.908171	
_BSU38510	OTHER	0.013898	0.000646	0.074920	0.910535	
_BSU38530	SP(Sec/SPI)	0.624919	0.010523	0.135785	0.228773	CS pos: 27-28. SWL-TG. Pr: 0.1451
_BSU38580	OTHER	0.025279	0.000862	0.001207	0.972653	
_BSU38640	OTHER	0.001720	0.000138	0.014462	0.983680	
_BSU38650	OTHER	0.120348	0.000885	0.013567	0.865199	
_BSU38670	LIPO(Sec/SPII)	0.008792	0.001033	0.857273	0.132902	CS pos: 25-26. LIS-CI. Pr: 0.8515
_BSU38680	OTHER	0.015256	0.000753	0.023380	0.960612	
_BSU38690	OTHER	0.010905	0.001342	0.002847	0.984906	
_BSU38710	OTHER	0.039981	0.000392	0.005808	0.953819	
_BSU38730	OTHER	0.015931	0.005142	0.007156	0.971771	
_BSU38740	OTHER	0.152016	0.000942	0.038697	0.808345	
_BSU38750	OTHER	0.022801	0.000328	0.007521	0.969351	
_BSU38760	OTHER	0.000800	0.000108	0.002741	0.996350	
_BSU38770	OTHER	0.001770	0.000136	0.001031	0.997063	
_BSU38780	OTHER	0.048149	0.005172	0.079113	0.867565	
_BSU38800	LIPO(Sec/SPII)	0.026307	0.000251	0.973102	0.000340	CS pos: 19-20. LAA-CA. Pr: 0.9669
_BSU38810	OTHER	0.003220	0.001058	0.003988	0.991734	
_BSU38840	OTHER	0.180001	0.001611	0.087606	0.730782	
_BSU38850	SP(Sec/SPI)	0.822183	0.001374	0.159742	0.016701	CS pos: 30-31. SEA-TS. Pr: 0.3911
_BSU38890	OTHER	0.019308	0.000580	0.031228	0.948883	
_BSU38900	OTHER	0.114860	0.001235	0.107519	0.776387	
_BSU38930	OTHER	0.003773	0.000452	0.002827	0.992948	
_BSU39000	OTHER	0.014364	0.002046	0.031402	0.952189	
_BSU39020	OTHER	0.025067	0.001319	0.228789	0.744826	
_BSU39060	OTHER	0.008306	0.000517	0.010150	0.981027	
_BSU39070	SP(Sec/SPI)	0.987596	0.008441	0.003178	0.000785	CS pos: 28-29. ASA-QT. Pr: 0.9006
_BSU39100	OTHER	0.141016	0.015493	0.003837	0.839653	
_BSU39230	SP(Sec/SPI)	0.967556	0.013952	0.009245	0.009247	CS pos: 32-33. VLA-KS. Pr: 0.8397
_BSU39240	OTHER	0.031234	0.000815	0.016038	0.951912	
_BSU39270	OTHER	0.005939	0.000428	0.000630	0.993002	
_BSU39330	SP(Sec/SPI)	0.992921	0.003545	0.000952	0.002581	CS pos: 26-27. VYA-QK. Pr: 0.9902
_BSU39390	OTHER	0.066024	0.025856	0.031745	0.876375	
_BSU39410	OTHER	0.040287	0.000461	0.132651	0.826602	
_BSU39440	OTHER	0.255607	0.053973	0.033076	0.657344	
_BSU39450	OTHER	0.020425	0.001904	0.065367	0.912304	
_BSU39480	OTHER	0.002483	0.000359	0.000355	0.996802	
_BSU39490	OTHER	0.001202	0.000417	0.002271	0.996110	
_BSU39500	LIPO(Sec/SPII)	0.000719	0.000042	0.999108	0.000131	CS pos: 20-21. LSA-CG. Pr: 0.9995
_BSU39560	OTHER	0.011082	0.000266	0.001644	0.987008	
_BSU39600	OTHER	0.002256	0.000590	0.041194	0.955960	
_BSU39610	LIPO(Sec/SPII)	0.001691	0.000185	0.997868	0.000256	CS pos: 20-21. VSA-CS. Pr: 0.9984
_BSU39630	OTHER	0.007652	0.000420	0.009393	0.982535	
_BSU39650	OTHER	0.000652	0.000298	0.102112	0.896938	
_BSU39710	OTHER	0.029714	0.002452	0.004605	0.963229	
_BSU39790	SP(Sec/SPI)	0.972624	0.008248	0.015603	0.003525	CS pos: 27-28. SHA-KS. Pr: 0.7036
_BSU39810	OTHER	0.045769	0.001237	0.019267	0.933727	
_BSU39830	OTHER	0.073723	0.001089	0.022325	0.902863	
_BSU39930	OTHER	0.008207	0.000521	0.003186	0.988086	
_BSU39940	SP(Sec/SPI)	0.877101	0.075821	0.043760	0.003318	CS pos: 41-42. AYA-AE. Pr: 0.6013
_BSU39950	OTHER	0.291971	0.020720	0.177943	0.509366	
_BSU39960	OTHER	0.017045	0.000327	0.006730	0.975898	
_BSU39970	OTHER	0.010652	0.000564	0.001305	0.987479	
_BSU40021	OTHER	0.016891	0.000111	0.060398	0.922600	
_BSU40022	OTHER	0.003526	0.000281	0.008175	0.988019	
_BSU40070	OTHER	0.014953	0.000502	0.007375	0.977170	
_BSU40100	OTHER	0.003893	0.000416	0.000432	0.995259	
_BSU40139	OTHER	0.034455	0.000613	0.060869	0.904063	
_BSU40140	OTHER	0.005985	0.000205	0.023508	0.970302	
_BSU40160	OTHER	0.013099	0.000391	0.009081	0.977428	
_BSU40259	LIPO(Sec/SPII)	0.006690	0.000676	0.941268	0.051367	CS pos: 26-27. LNG-CK. Pr: 0.9351
_BSU40260	OTHER	0.002658	0.000247	0.060340	0.936755	
_BSU40330	OTHER	0.017408	0.004531	0.021060	0.957001	
_BSU40360	OTHER	0.079027	0.016059	0.003447	0.901467	
_BSU40380	OTHER	0.249041	0.002214	0.008903	0.739842	
_BSU40390	SP(Sec/SPI)	0.502606	0.004152	0.018736	0.474506	CS pos: 35-36. SEG-SS. Pr: 0.2185
_BSU40400	OTHER	0.200988	0.000531	0.008390	0.790091	
_BSU40480	OTHER	0.173536	0.006124	0.022225	0.798116	
_BSU40490	OTHER	0.275694	0.004973	0.034447	0.684886	
_BSU40510	OTHER	0.000508	0.000112	0.002183	0.997197	
_BSU40529	OTHER	0.012297	0.003032	0.048571	0.936100	
_BSU40530	OTHER	0.001323	0.000697	0.000326	0.997654	
_BSU40560	LIPO(Sec/SPII)	0.002403	0.000169	0.996404	0.001024	CS pos: 18-19. AGG-CG. Pr: 0.9965
_BSU40570	OTHER	0.063617	0.005658	0.001596	0.929128	
_BSU40660	OTHER	0.031757	0.000731	0.038319	0.929193	
_BSU40760	OTHER	0.012419	0.000769	0.001969	0.984843	
_BSU40770	OTHER	0.269133	0.001509	0.014726	0.714632	
_BSU40810	OTHER	0.056961	0.001026	0.182232	0.759781	
_BSU40830	OTHER	0.001288	0.000156	0.001123	0.997433	
_BSU40840	OTHER	0.013137	0.000609	0.000892	0.985363	
_BSU41040	LIPO(Sec/SPII)	0.000899	0.000184	0.998583	0.000334	CS pos: 22-23. LAG-CS. Pr: 0.9994
