BSUB_gene	ident	ECOLI_gene
BSU29390	0.01	NaN
BSU29400	0.01	NaN
BSU29410	0.24	b4192
BSU29420	0.01	NaN
BSU29430	0.01	NaN
BSU29440	0.49	b3960
BSU29450	0.29	b3172
BSU29460	0.42	b0782
BSU29470	0.45	b3115
BSU29480	0.26	b4349
BSU29490	0.42	b1324
BSU29500	0.01	NaN
BSU29510	0.01	NaN
BSU29520	0.01	NaN
BSU29530	0.36	b1766
BSU29540	0.01	NaN
BSU29550	0.01	NaN
BSU29560	0.01	NaN
BSU29570	0.01	NaN
BSU29580	0.31	b0423
BSU29590	0.01	NaN
BSU29600	0.42	b0401
BSU29610	0.39	b2250
BSU29620	0.01	NaN
BSU29630	0.01	NaN
BSU29640	0.58	b1832
BSU29650	0.01	NaN
BSU29660	0.50	b3296
BSU29670	0.55	b1637
BSU29679	0.01	NaN
BSU29680	0.38	b4069
BSU29690	0.01	NaN
BSU29700	0.01	NaN
BSU29710	0.01	NaN
BSU29720	0.01	NaN
BSU29730	0.01	NaN
BSU29740	0.36	b3934
BSU29750	0.27	b1215
BSU29760	0.01	NaN
BSU29770	0.01	NaN
BSU29780	0.01	NaN
BSU29790	0.30	b0091
BSU29805	0.49	b0890
BSU29820	0.01	NaN
BSU29830	0.01	NaN
BSU29840	0.01	NaN
BSU29850	0.01	NaN
BSU29860	0.01	NaN
BSU29870	0.01	NaN
BSU29880	0.45	b1479
BSU29890	0.01	NaN
BSU29900	0.29	b2960
BSU29910	0.01	NaN
BSU29920	0.30	b2070
BSU29930	0.27	b3431
BSU29940	0.01	NaN
BSU29950	0.01	NaN
BSU29960	0.29	b0147
BSU29970	0.45	b2421
BSU29980	0.01	NaN
BSU29990	0.44	b3664
BSU30000	0.26	b2483
BSU30010	0.01	NaN
BSU30020	0.01	NaN
BSU30035	0.41	b2183
BSU30050	0.32	b1069
BSU30060	0.34	b3492
BSU30070	0.40	b0314
BSU30080	0.01	NaN
BSU30090	0.01	NaN
BSU30100	0.01	NaN
BSU30110	0.01	NaN
BSU30120	0.01	NaN
BSU30135	0.01	NaN
BSU30150	0.34	b3954
BSU30160	0.01	NaN
BSU30170	0.01	NaN
BSU30180	0.34	b2600
BSU30190	0.01	NaN
BSU30200	0.36	b0775
BSU30210	0.32	b0778
BSU30220	0.01	NaN
BSU30230	0.35	b0774
BSU30240	0.01	NaN
BSU30250	0.01	NaN
BSU30260	0.34	b3075
BSU30270	0.01	NaN
BSU30280	0.01	NaN
BSU30290	0.01	NaN
BSU30300	0.49	b4119
BSU30310	0.29	b3425
BSU30320	0.43	b0642
BSU30330	0.01	NaN
BSU30340	0.01	NaN
BSU30350	0.01	NaN
BSU30360	0.35	b0097
BSU30370	0.01	NaN
BSU30380	0.01	NaN
BSU30390	0.01	NaN
BSU30400	0.01	NaN
BSU30410	0.01	NaN
BSU30420	0.01	NaN
BSU30430	0.01	NaN
BSU30440	0.01	NaN
BSU30450	0.01	NaN
BSU30460	0.01	NaN
BSU30470	0.01	NaN
BSU30480	0.39	b3211
BSU30490	0.01	NaN
BSU30500	0.48	b3944
BSU30510	0.24	b1410
BSU30520	0.41	b3279
BSU30530	0.54	b0402
BSU30540	0.29	b0674
BSU30550	0.63	b2942
BSU30560	0.50	b3403
BSU30570	0.01	NaN
BSU30580	0.01	NaN
BSU30595	0.01	NaN
BSU30610	0.01	NaN
BSU30620	0.01	NaN
BSU30630	0.01	NaN
BSU30640	0.32	b2331
BSU30650	0.20	b0812
BSU30659	0.27	b0762
BSU30660	0.37	b3513
BSU30670	0.38	b2687
BSU30680	0.68	b4557
BSU30690	0.28	b0339
BSU30700	0.38	b0296
BSU30710	0.01	NaN
BSU30720	0.01	NaN
BSU30739	0.01	NaN
BSU30740	0.01	NaN
BSU30750	0.01	NaN
BSU30760	0.01	NaN
BSU30770	0.01	NaN
BSU30780	0.01	NaN
BSU30790	0.01	NaN
BSU30800	0.69	b2262
BSU30810	0.29	b2263
BSU30820	0.30	b2264
BSU30830	0.01	NaN
BSU30840	0.36	b0145
BSU30850	0.01	NaN
BSU30860	0.01	NaN
BSU30870	0.01	NaN
BSU30880	0.01	NaN
BSU30890	0.01	NaN
BSU30900	0.01	NaN
BSU30910	0.01	NaN
BSU30920	0.01	NaN
BSU30930	0.01	NaN
BSU30940	0.44	b3428
BSU30950	0.37	b3429
BSU30960	0.01	NaN
BSU30970	0.41	b3430
BSU30980	0.43	b3432
BSU30990	0.01	NaN
BSU31000	0.01	NaN
BSU31010	0.28	b3051
BSU31020	0.26	b1102
BSU31030	0.01	NaN
BSU31040	0.01	NaN
BSU31050	0.35	b3589
BSU31060	0.01	NaN
BSU31070	0.01	NaN
BSU31080	0.01	NaN
BSU31090	0.01	NaN
BSU31100	0.25	b1363
BSU31110	0.40	b3562
BSU31120	0.37	b1081
BSU31130	0.01	NaN
BSU31140	0.01	NaN
BSU31150	0.47	b3057
BSU31160	0.01	NaN
BSU31170	0.47	b3087
BSU31180	0.58	b3903
BSU31190	0.55	b3901
BSU31200	0.43	b3904
BSU31210	0.37	b2707
BSU31220	0.01	NaN
BSU31230	0.01	NaN
BSU31240	0.01	NaN
BSU31250	0.33	b1421
BSU31260	0.01	NaN
BSU31270	0.01	NaN
BSU31279	0.01	NaN
BSU31280	0.38	b4056
BSU31290	0.01	NaN
BSU31300	0.22	b4218
BSU31310	0.01	NaN
BSU31319	0.01	NaN
BSU31321	0.01	NaN
BSU31322	0.26	b1250
BSU31330	0.01	NaN
BSU31340	0.01	NaN
BSU31350	0.25	b4025
BSU31360	0.01	NaN
BSU31370	0.40	b3011
BSU31380	0.01	NaN
BSU31390	0.01	NaN
BSU31400	0.28	b0600
BSU31410	0.01	NaN
BSU31420	0.01	NaN
BSU31430	0.01	NaN
BSU31440	0.34	b1622
BSU31450	0.01	NaN
BSU31460	0.01	NaN
BSU31470	0.01	NaN
BSU31480	0.38	b1053
BSU31490	0.01	NaN
BSU31500	0.38	b0996
BSU31510	0.01	NaN
BSU31520	0.35	b4125
BSU31530	0.45	b4124
BSU31540	0.01	NaN
BSU31550	0.01	NaN
BSU31560	0.01	NaN
BSU31570	0.01	NaN
BSU31580	0.01	NaN
BSU31590	0.01	NaN
BSU31600	0.32	b2278
BSU31610	0.44	b3820
BSU31620	0.01	NaN
BSU31630	0.01	NaN
BSU31640	0.01	NaN
BSU31650	0.01	NaN
BSU31660	0.01	NaN
BSU31670	0.53	b1686
BSU31680	0.01	NaN
BSU31690	0.01	NaN
BSU31700	0.01	NaN
BSU31710	0.01	NaN
BSU31720	0.01	NaN
BSU31730	0.01	NaN
BSU31740	0.01	NaN
BSU31750	0.23	b0931
BSU31760	0.01	NaN
BSU31770	0.01	NaN
BSU31780	0.01	NaN
BSU31790	0.01	NaN
BSU31800	0.28	b2493
BSU31810	0.01	NaN
BSU31820	0.01	NaN
BSU31830	0.01	NaN
BSU31840	0.01	NaN
BSU31850	0.01	NaN
BSU31860	0.01	NaN
BSU31875	0.01	NaN
BSU31890	0.01	NaN
BSU31900	0.01	NaN
BSU31910	0.01	NaN
BSU31920	0.01	NaN
BSU31930	0.31	b1603
BSU31945	0.01	NaN
BSU31959	0.29	b4511
BSU31960	0.35	b0586
BSU31970	0.49	b0595
BSU31980	0.48	b0594
BSU31990	0.37	b0593
BSU32000	0.42	b0596
BSU32010	0.30	b0355
BSU32020	0.25	b1971
BSU32030	0.01	NaN
BSU32040	0.01	NaN
BSU32050	0.35	b4260
BSU32060	0.01	NaN
BSU32070	0.32	b2813
BSU32080	0.01	NaN
BSU32090	0.01	NaN
BSU32100	0.01	NaN
BSU32110	0.01	NaN
BSU32120	0.01	NaN
BSU32130	0.01	NaN
BSU32140	0.01	NaN
BSU32150	0.01	NaN
BSU32160	0.40	b0156
BSU32170	0.36	b3809
BSU32180	0.47	b2161
BSU32190	0.01	NaN
BSU32200	0.01	NaN
BSU32210	0.01	NaN
BSU32220	0.33	b3414
BSU32230	0.21	b0740
BSU32240	0.29	b0003
BSU32250	0.01	NaN
BSU32260	0.01	NaN
BSU32270	0.01	NaN
BSU32280	0.01	NaN
BSU32290	0.31	b0675
BSU32300	0.01	NaN
BSU32310	0.01	NaN
BSU32320	0.01	NaN
BSU32330	0.54	b0628
BSU32340	0.01	NaN
BSU32350	0.01	NaN
BSU32360	0.01	NaN
BSU32370	0.01	NaN
BSU32380	0.01	NaN
BSU32390	0.24	b1868
BSU32400	0.01	NaN
BSU32410	0.37	b0512
BSU32420	0.01	NaN
BSU32430	0.01	NaN
BSU32440	0.01	NaN
BSU32450	0.01	NaN
BSU32460	0.36	b1970
BSU32469	0.01	NaN
BSU32470	0.43	b2868
BSU32480	0.30	b2866
BSU32490	0.28	b2867
BSU32500	0.23	b2877
BSU32510	0.31	b2875
BSU32520	0.01	NaN
BSU32530	0.47	b0516
BSU32540	0.30	b2945
BSU32550	0.51	b3450
BSU32560	0.41	b3375
BSU32570	0.32	b3374
BSU32580	0.32	b1312
BSU32590	0.30	b3452
BSU32600	0.22	b1310
BSU32610	0.30	b3371
BSU32620	0.01	NaN
BSU32630	0.01	NaN
BSU32640	0.01	NaN
BSU32650	0.01	NaN
BSU32660	0.01	NaN
BSU32669	0.01	NaN
BSU32670	0.41	b1683
BSU32680	0.31	b2529
BSU32690	0.48	b1680
BSU32700	0.01	NaN
BSU32710	0.51	b1682
BSU32719	0.01	NaN
BSU32720	0.01	NaN
BSU32730	0.33	b0197
BSU32740	0.44	b0198
BSU32750	0.49	b0199
BSU32760	0.01	NaN
BSU32770	0.01	NaN
BSU32780	0.23	b2244
BSU32790	0.01	NaN
BSU32800	0.46	b2904
BSU32810	0.29	b3503
BSU32820	0.01	NaN
BSU32830	0.47	b3845
BSU32840	0.01	NaN
BSU32849	0.01	NaN
BSU32850	0.01	NaN
BSU32859	0.01	NaN
BSU32860	0.01	NaN
BSU32870	0.01	NaN
BSU32880	0.01	NaN
BSU32890	0.01	NaN
BSU32900	0.01	NaN
BSU32910	0.01	NaN
BSU32920	0.01	NaN
BSU32930	0.01	NaN
BSU32940	0.53	b0588
BSU32950	0.01	NaN
BSU32980	0.01	NaN
BSU32990	0.01	NaN
BSU33000	0.01	NaN
BSU33010	0.01	NaN
BSU33020	0.01	NaN
BSU33029	0.01	NaN
BSU33030	0.01	NaN
BSU33040	0.64	b1611
BSU33049	0.01	NaN
BSU33050	0.01	NaN
BSU33060	0.01	NaN
BSU33070	0.01	NaN
BSU33080	0.38	b1914
BSU33090	0.28	b1222
BSU33100	0.01	NaN
BSU33110	0.01	NaN
BSU33120	0.01	NaN
BSU33130	0.01	NaN
BSU33140	0.01	NaN
BSU33150	0.01	NaN
BSU33160	0.01	NaN
BSU33170	0.01	NaN
BSU33180	0.28	b0158
BSU33190	0.01	NaN
BSU33200	0.01	NaN
BSU33210	0.01	NaN
BSU33221	0.01	NaN
BSU33222	0.01	NaN
BSU33230	0.01	NaN
BSU33239	0.01	NaN
BSU33240	0.01	NaN
BSU33250	0.01	NaN
BSU33260	0.01	NaN
BSU33270	0.54	b0879
BSU33280	0.01	NaN
BSU33290	0.01	NaN
BSU33300	0.01	NaN
BSU33310	0.01	NaN
BSU33320	0.01	NaN
BSU33330	0.31	b1605
BSU33340	0.01	NaN
BSU33350	0.33	b1728
BSU33360	0.01	NaN
BSU33370	0.58	b2425
BSU33380	0.36	b0763
BSU33390	0.39	b0764
BSU33400	0.45	b3012
BSU33410	0.01	NaN
BSU33420	0.38	b4065
BSU33430	0.52	b2763
BSU33440	0.43	b2764
BSU33450	0.01	NaN
BSU33460	0.36	b3646
BSU33470	0.01	NaN
BSU33480	0.33	b0604
BSU33490	0.36	b3469
BSU33500	0.40	b0484
BSU33510	0.01	NaN
BSU33520	0.35	b0357
BSU33530	0.39	b1624
BSU33540	0.01	NaN
BSU33550	0.23	b3358
BSU33560	0.01	NaN
BSU33570	0.01	NaN
BSU33580	0.01	NaN
BSU33590	0.01	NaN
BSU33600	0.40	b2620
BSU33610	0.39	b4179
BSU33620	0.01	NaN
BSU33630	0.33	b3175
BSU33640	0.01	NaN
BSU33650	0.01	NaN
BSU33660	0.01	NaN
BSU33670	0.01	NaN
BSU33680	0.01	NaN
BSU33690	0.01	NaN
BSU33700	0.01	NaN
BSU33710	0.01	NaN
BSU33720	0.49	b2128
BSU33730	0.01	NaN
BSU33740	0.01	NaN
BSU33750	0.01	NaN
BSU33760	0.01	NaN
BSU33770	0.01	NaN
BSU33780	0.01	NaN
BSU33790	0.01	NaN
BSU33800	0.01	NaN
BSU33810	0.25	b2131
BSU33820	0.01	NaN
BSU33830	0.46	b2129
BSU33840	0.01	NaN
BSU33850	0.33	b1242
BSU33860	0.01	NaN
BSU33870	0.01	NaN
BSU33880	0.01	NaN
BSU33890	0.01	NaN
BSU33900	0.64	b2779
BSU33910	0.50	b3612
BSU33920	0.40	b3919
BSU33930	0.48	b2926
BSU33940	0.56	b1779
BSU33950	0.01	NaN
BSU33960	0.39	b4031
BSU33970	0.01	NaN
BSU33980	0.54	b3160
BSU33990	0.01	NaN
BSU34000	0.01	NaN
BSU34010	0.01	NaN
BSU34020	0.01	NaN
BSU34030	0.37	b0308
BSU34040	0.56	b0307
BSU34050	0.52	b0306
BSU34060	0.01	NaN
BSU34070	0.01	NaN
BSU34080	0.01	NaN
BSU34090	0.01	NaN
BSU34100	0.01	NaN
BSU34110	0.01	NaN
BSU34120	0.01	NaN
BSU34130	0.35	b3076
BSU34140	0.34	b4032
BSU34150	0.41	b4033
BSU34160	0.29	b4034
BSU34170	0.01	NaN
BSU34180	0.31	b0113
BSU34190	0.55	b2975
BSU34200	0.34	b3202
BSU34210	0.01	NaN
BSU34220	0.01	NaN
BSU34230	0.01	NaN
BSU34240	0.01	NaN
BSU34250	0.40	b2047
BSU34265	0.01	NaN
BSU34280	0.32	b3615
	NaN	NaN
BSU34300	0.01	NaN
BSU34310	0.01	NaN
BSU34320	0.01	NaN
BSU34330	0.01	NaN
BSU34340	0.29	b3631
BSU34350	0.01	NaN
BSU34360	0.01	NaN
BSU34370	0.01	NaN
BSU34380	0.01	NaN
BSU34390	0.01	NaN
BSU34400	0.01	NaN
BSU34410	0.01	NaN
BSU34420	0.01	NaN
BSU34430	0.23	b2840
BSU34440	0.23	b4150
BSU34450	0.30	b1978
BSU34460	0.01	NaN
BSU34470	0.01	NaN
BSU34480	0.01	NaN
BSU34490	0.01	NaN
BSU34500	0.39	b4148
BSU34510	0.01	NaN
BSU34520	0.01	NaN
BSU34530	0.01	NaN
BSU34540	0.70	b0437
BSU34550	0.48	b1317
BSU34560	0.01	NaN
BSU34570	0.26	b1316
BSU34580	0.01	NaN
BSU34590	0.01	NaN
BSU34600	0.01	NaN
BSU34610	0.01	NaN
BSU34620	0.34	b0403
BSU34630	0.01	NaN
BSU34640	0.33	b2795
BSU34650	0.01	NaN
BSU34660	0.38	b1206
BSU34670	0.01	NaN
BSU34680	0.47	b3553
BSU34690	0.01	NaN
BSU34700	0.01	NaN
BSU34710	0.01	NaN
BSU34720	0.01	NaN
BSU34729	0.01	NaN
BSU34730	0.28	b1463
BSU34740	0.46	b2415
BSU34750	0.01	NaN
BSU34760	0.35	b0780
BSU34770	0.41	b3205
BSU34780	0.29	b1759
BSU34790	0.38	b0888
BSU34800	0.01	NaN
BSU34810	0.31	b1266
BSU34820	0.01	NaN
BSU34830	0.01	NaN
BSU34840	0.01	NaN
BSU34850	0.01	NaN
BSU34860	0.50	b2026
BSU34870	0.50	b2025
BSU34880	0.37	b2024
BSU34890	0.38	b2023
BSU34900	0.47	b2022
BSU34910	0.40	b2020
BSU34920	0.31	b2019
BSU34930	0.01	NaN
BSU34940	0.01	NaN
BSU34950	0.01	NaN
BSU34960	0.01	NaN
BSU34970	0.25	b3385
BSU34980	0.01	NaN
BSU34990	0.29	b2828
BSU35000	0.01	NaN
BSU35010	0.32	b0677
BSU35020	0.40	b0678
BSU35030	0.32	b0730
BSU35040	0.01	NaN
BSU35050	0.26	b1112
BSU35060	0.01	NaN
BSU35070	0.01	NaN
BSU35080	0.01	NaN
BSU35090	0.01	NaN
	NaN	NaN
BSU35110	0.33	b1306
BSU35120	0.01	NaN
BSU35130	0.01	NaN
BSU35140	0.01	NaN
BSU35150	0.01	NaN
BSU35160	0.60	b4058
BSU35170	0.59	b0779
BSU35180	0.01	NaN
BSU35190	0.01	NaN
BSU35200	0.01	NaN
BSU35210	0.01	NaN
BSU35220	0.01	NaN
BSU35240	0.32	b1830
BSU35250	0.29	b3462
BSU35260	0.46	b3463
BSU35270	0.01	NaN
BSU35280	0.01	NaN
BSU35290	0.45	b2891
BSU35300	0.50	b0098
BSU35310	0.39	b3203
BSU35319	0.01	NaN
BSU35320	0.01	NaN
BSU35330	0.35	b1925
BSU35340	0.24	b1924
BSU35350	0.01	NaN
BSU35360	0.46	b1923
BSU35370	0.42	b2696
BSU35380	0.42	b2360
BSU35390	0.01	NaN
BSU35400	0.27	b1083
BSU35410	0.26	b1082
BSU35420	0.01	NaN
BSU35430	0.39	b1071
BSU35440	0.01	NaN
BSU35450	0.26	b3413
BSU35460	0.01	NaN
BSU35470	0.01	NaN
BSU35480	0.01	NaN
BSU35490	0.01	NaN
BSU35500	0.01	NaN
BSU35510	0.33	b3848
BSU35520	0.01	NaN
BSU35530	0.28	b3784
BSU35540	0.29	b0291
BSU35550	0.43	b2059
BSU35560	0.01	NaN
BSU35570	0.01	NaN
BSU35580	0.31	b2028
BSU35590	0.01	NaN
BSU35600	0.28	b2046
BSU35620	0.33	b2817
BSU35630	0.01	NaN
BSU35640	0.01	NaN
BSU35650	0.01	NaN
BSU35660	0.55	b3786
BSU35670	0.45	b1236
BSU35680	0.01	NaN
BSU35690	0.01	NaN
BSU35700	0.01	NaN
BSU35710	0.01	NaN
BSU35720	0.01	NaN
BSU35730	0.01	NaN
BSU35740	0.32	b3052
BSU35750	0.33	b3794
BSU35760	0.01	NaN
BSU35770	0.01	NaN
BSU35780	0.30	b1495
BSU35790	0.01	NaN
BSU35800	0.01	NaN
BSU35810	0.01	NaN
BSU35820	0.01	NaN
BSU35830	0.40	b2943
BSU35840	0.01	NaN
BSU35850	0.01	NaN
BSU35860	0.36	b1655
BSU35870	0.01	NaN
BSU35880	0.01	NaN
BSU35890	0.01	NaN
BSU35900	0.01	NaN
BSU35910	0.01	NaN
BSU35920	0.36	b3752
BSU35930	0.45	b3748
BSU35940	0.47	b3749
BSU35950	0.52	b3750
BSU35960	0.54	b3751
BSU35970	0.01	NaN
BSU35980	0.01	NaN
BSU35990	0.01	NaN
BSU36000	0.01	NaN
BSU36010	0.01	NaN
BSU36020	0.36	b1595
BSU36030	0.01	NaN
BSU36040	0.32	b3159
BSU36050	0.01	NaN
BSU36060	0.01	NaN
BSU36070	0.01	NaN
BSU36080	0.01	NaN
	NaN	NaN
BSU36100	0.01	NaN
BSU36110	0.01	NaN
BSU36120	0.01	NaN
BSU36130	0.01	NaN
BSU36140	0.01	NaN
BSU36150	0.01	NaN
BSU36160	0.28	b2577
BSU36170	0.30	b3998
BSU36180	0.25	b3519
BSU36190	0.01	NaN
BSU36200	0.01	NaN
BSU36210	0.01	NaN
BSU36220	0.01	NaN
BSU36230	0.01	NaN
BSU36240	0.25	b0915
BSU36250	0.37	b0981
BSU36260	0.01	NaN
BSU36269	0.01	NaN
BSU36270	0.01	NaN
BSU36280	0.01	NaN
BSU36290	0.01	NaN
BSU36300	0.01	NaN
BSU36310	0.01	NaN
BSU36320	0.01	NaN
BSU36330	0.01	NaN
BSU36340	0.01	NaN
BSU36350	0.01	NaN
BSU36360	0.57	b3291
BSU36370	0.49	b0180
BSU36380	0.30	b0742
BSU36390	0.01	NaN
BSU36400	0.01	NaN
BSU36410	0.01	NaN
BSU36420	0.38	b2634
BSU36430	0.01	NaN
BSU36440	0.01	NaN
BSU36450	0.01	NaN
BSU36460	0.01	NaN
BSU36470	0.38	b0511
BSU36480	0.01	NaN
BSU36490	0.46	b1867
BSU36500	0.01	NaN
BSU36510	0.46	b0451
BSU36520	0.41	b2553
BSU36530	0.30	b0841
BSU36540	0.01	NaN
BSU36550	0.01	NaN
BSU36560	0.29	b1448
BSU36570	0.01	NaN
BSU36580	0.01	NaN
BSU36590	0.28	b1249
BSU36600	0.01	NaN
BSU36610	0.01	NaN
BSU36620	0.01	NaN
BSU36630	0.01	NaN
BSU36640	0.01	NaN
BSU36650	0.01	NaN
BSU36660	0.01	NaN
BSU36670	0.37	b4045
BSU36680	0.01	NaN
BSU36690	0.01	NaN
BSU36700	0.32	b0781
BSU36710	0.29	b3895
BSU36720	0.01	NaN
BSU36730	0.01	NaN
BSU36740	0.01	NaN
BSU36750	0.01	NaN
BSU36760	0.50	b3189
BSU36770	0.01	NaN
BSU36780	0.01	NaN
BSU36790	0.01	NaN
BSU36800	0.34	b3731
BSU36810	0.65	b3732
BSU36820	0.37	b3733
BSU36830	0.55	b3734
BSU36840	0.24	b3735
BSU36850	0.32	b3736
BSU36860	0.48	b3737
BSU36870	0.31	b3738
BSU36880	0.01	NaN
BSU36890	0.53	b2498
BSU36900	0.59	b2551
BSU36910	0.01	NaN
BSU36920	0.47	b4090
BSU36930	0.28	b2061
BSU36940	0.29	b1821
BSU36950	0.39	b3282
BSU36960	0.01	NaN
BSU36970	0.01	NaN
BSU36980	0.01	NaN
BSU36990	0.01	NaN
BSU37000	0.31	b1212
BSU37010	0.51	b1211
BSU37020	0.65	b0187
BSU37030	0.01	NaN
BSU37040	0.26	b2372
BSU37050	0.01	NaN
BSU37060	0.30	b1238
BSU37070	0.44	b3936
BSU37080	0.57	b3783
BSU37090	0.50	b3925
BSU37100	0.01	NaN
BSU37110	0.32	b0825
BSU37120	0.41	b2096
BSU37130	0.01	NaN
BSU37140	0.01	NaN
BSU37150	0.58	b2780
BSU37160	0.01	NaN
BSU37170	0.01	NaN
BSU37180	0.01	NaN
BSU37190	0.01	NaN
BSU37200	0.01	NaN
BSU37210	0.01	NaN
BSU37220	0.01	NaN
BSU37230	0.01	NaN
BSU37240	0.01	NaN
BSU37250	0.37	b1227
BSU37260	0.29	b1226
BSU37270	0.59	b1225
BSU37280	0.52	b1224
BSU37290	0.01	NaN
BSU37300	0.01	NaN
BSU37310	0.28	b3357
BSU37320	0.25	b1223
BSU37330	0.28	b1876
BSU37340	0.01	NaN
BSU37350	0.01	NaN
BSU37360	0.01	NaN
BSU37370	0.01	NaN
BSU37380	0.01	NaN
BSU37390	0.01	NaN
BSU37400	0.26	b3622
BSU37410	0.01	NaN
BSU37420	0.01	NaN
BSU37430	0.01	NaN
BSU37440	0.38	b4317
BSU37450	0.25	b0393
BSU37460	0.28	b1747
BSU37470	0.01	NaN
BSU37480	0.01	NaN
BSU37490	0.35	b2937
BSU37500	0.37	b0121
BSU37510	0.29	b0149
BSU37520	0.01	NaN
BSU37530	0.01	NaN
BSU37540	0.01	NaN
BSU37550	0.01	NaN
BSU37560	0.48	b1719
BSU37570	0.29	b3754
BSU37580	0.01	NaN
BSU37590	0.01	NaN
BSU37600	0.01	NaN
BSU37610	0.01	NaN
BSU37620	0.01	NaN
BSU37630	0.30	b0813
BSU37640	0.01	NaN
BSU37650	0.34	b2157
BSU37660	0.44	b2458
BSU37670	0.01	NaN
BSU37680	0.01	NaN
BSU37690	0.01	NaN
BSU37700	0.24	b2835
BSU37710	0.01	NaN
BSU37720	0.01	NaN
BSU37730	0.01	NaN
BSU37740	0.01	NaN
BSU37750	0.01	NaN
BSU37760	0.01	NaN
BSU37770	0.01	NaN
BSU37780	0.01	NaN
BSU37790	0.31	b1761
BSU37800	0.01	NaN
BSU37810	0.33	b2038
BSU37820	0.35	b2040
BSU37830	0.49	b3788
BSU37840	0.45	b3789
BSU37850	0.01	NaN
BSU37860	0.27	b0918
BSU37870	0.01	NaN
BSU37880	0.23	b3790
BSU37890	0.45	b2253
BSU37900	0.01	NaN
BSU37910	0.01	NaN
BSU37920	0.01	NaN
BSU37930	0.33	b2807
BSU37940	0.26	b0513
BSU37950	0.27	b4586
BSU37960	0.01	NaN
BSU37970	0.53	b2580
BSU37980	0.01	NaN
BSU37990	0.01	NaN
BSU38000	0.01	NaN
BSU38018	0.01	NaN
BSU38020	0.01	NaN
BSU38030	0.26	b0287
BSU38040	0.01	NaN
BSU38050	0.01	NaN
BSU38060	0.35	b3367
BSU38070	0.01	NaN
BSU38080	0.27	b0468
BSU38090	0.01	NaN
BSU38100	0.01	NaN
BSU38110	0.40	b0851
BSU38120	0.01	NaN
BSU38130	0.01	NaN
BSU38140	0.30	b0429
BSU38150	0.47	b0430
BSU38160	0.52	b0431
BSU38170	0.35	b0432
BSU38180	0.22	b1563
BSU38190	0.33	b4360
BSU38200	0.40	b0757
BSU38210	0.01	NaN
BSU38220	0.01	NaN
BSU38229	0.01	NaN
BSU38230	0.01	NaN
BSU38240	0.46	b4067
BSU38250	0.01	NaN
BSU38260	0.37	b1019
BSU38270	0.45	b1018
BSU38280	0.24	b0556
BSU38290	0.33	b3993
BSU38300	0.40	b2104
BSU38310	0.32	b0338
BSU38320	0.35	b2141
BSU38330	0.01	NaN
BSU38340	0.22	b0343
BSU38350	0.01	NaN
BSU38360	0.32	b0967
BSU38370	0.35	b1651
BSU38380	0.01	NaN
BSU38390	0.01	NaN
BSU38400	0.01	NaN
BSU38410	0.01	NaN
BSU38420	0.01	NaN
BSU38430	0.23	b3627
	NaN	NaN
BSU38450	0.01	NaN
BSU38460	0.01	NaN
BSU38470	0.32	b2753
BSU38480	0.01	NaN
BSU38490	0.26	b3930
BSU38499	0.01	NaN
BSU38500	0.01	NaN
BSU38510	0.26	b1457
BSU38520	0.01	NaN
BSU38530	0.01	NaN
BSU38540	0.01	NaN
BSU38550	0.01	NaN
BSU38560	0.53	b1734
BSU38570	0.40	b1736
BSU38580	0.01	NaN
BSU38590	0.46	b1738
BSU38600	0.01	NaN
BSU38610	0.01	NaN
BSU38620	0.01	NaN
BSU38630	0.01	NaN
BSU38640	0.01	NaN
BSU38650	0.01	NaN
BSU38660	0.01	NaN
BSU38670	0.01	NaN
BSU38680	0.01	NaN
BSU38690	0.50	b2962
BSU38700	0.01	NaN
BSU38710	0.01	NaN
BSU38720	0.30	b4167
BSU38730	0.30	b0886
BSU38740	0.32	b0887
BSU38750	0.33	b0734
BSU38760	0.37	b0733
BSU38770	0.01	NaN
BSU38780	0.01	NaN
BSU38790	0.01	NaN
BSU38800	0.30	b0130
BSU38810	0.01	NaN
BSU38820	0.01	NaN
BSU38830	0.01	NaN
BSU38840	0.01	NaN
BSU38850	0.29	b0947
BSU38860	0.57	b0759
BSU38870	0.34	b0545
BSU38880	0.01	NaN
BSU38890	0.01	NaN
BSU38900	0.01	NaN
BSU38910	0.40	b2193
BSU38920	0.55	b1127
BSU38930	0.01	NaN
BSU38940	0.01	NaN
BSU38950	0.01	NaN
BSU38960	0.01	NaN
BSU38970	0.01	NaN
BSU38980	0.53	b2222
BSU38990	0.45	b2221
BSU39000	0.01	NaN
BSU39010	0.32	b1822
BSU39020	0.01	NaN
BSU39040	0.01	NaN
BSU39050	0.53	b1732
BSU39060	0.01	NaN
BSU39070	0.39	b3609
BSU39080	0.42	b3723
BSU39090	0.32	b1792
BSU39100	0.01	NaN
BSU39110	0.01	NaN
BSU39120	0.33	b3411
BSU39139	0.01	NaN
BSU39140	0.01	NaN
BSU39150	0.32	b2133
BSU39160	0.01	NaN
BSU39170	0.01	NaN
BSU39180	0.01	NaN
BSU39190	0.01	NaN
BSU39200	0.01	NaN
BSU39210	0.01	NaN
BSU39220	0.01	NaN
BSU39230	0.25	b0497
BSU39240	0.01	NaN
BSU39250	0.28	b1376
BSU39260	0.64	b3721
BSU39270	0.39	b3722
BSU39280	0.01	NaN
BSU39290	0.24	b3632
BSU39300	0.01	NaN
