,base,cbl1_s,3amp_s,pser__L_s,so4_s,acnam_s,gmp_s,asp__L_s,man6p_c,pi_c,leu__L_s,f6p_s,pep_s,adn_c,6pgc_s,pyr_c,arg__L_s,zn2_s,mg2_s,k_s,mn2_s,met__L_c
formation_BSU04520-MONOMER_s,2.2575219526110904e-09,2.119590511359687e-10,2.110976201807673e-10,0.0,2.1194967832673956e-10,0.0,0.0,2.119590511359687e-10,2.119590511359687e-10,2.119590511359687e-10,2.1189344582334068e-10,2.119590511359687e-10,0.0,2.110976201807673e-10,2.1195905113596863e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11250-MONOMER_s,0.0,1.7559489714354012e-09,1.988217461343366e-09,1.7443597008274973e-09,1.7558600337416478e-09,1.7131315007575547e-09,1.7526257480576884e-09,1.7559489714354012e-09,1.7559489714354012e-09,1.7557943290941014e-09,1.7564271181402245e-09,1.7559489714354012e-09,1.1858038978366704e-09,1.9882735187226025e-09,1.7559489714354012e-09,2.6003483759962757e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32470-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,7.83135781022912e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01280-MONOMER_s,3.4517800587551104e-06,6.657239163153167e-08,1.0480596987991743e-07,6.610360277705418e-08,6.657038036754379e-08,6.70270790243094e-08,6.658089258785529e-08,6.657239163153167e-08,6.657239163153167e-08,6.652596090098513e-08,6.667178757735535e-08,6.657239163153167e-08,3.7461700504631577e-08,1.0482313756057958e-07,6.657239163153167e-08,3.06982303350253e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU40110-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU08030-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU26690-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU25550-MONOMER_s,3.4517800587551104e-06,6.657239163153167e-08,1.0480596987991743e-07,6.610360277705418e-08,6.657038036754379e-08,6.70270790243094e-08,6.658089258785529e-08,6.657239163153167e-08,6.657239163153167e-08,6.652596090098513e-08,6.667178757735535e-08,6.657239163153167e-08,3.7461700504631577e-08,1.0482313756057958e-07,6.657239163153167e-08,3.06982303350253e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01490-MONOMER_s,3.4517800587551104e-06,6.657239163153167e-08,1.0480596987991743e-07,6.610360277705418e-08,6.657038036754379e-08,6.70270790243094e-08,6.658089258785529e-08,6.657239163153167e-08,6.657239163153167e-08,6.652596090098513e-08,6.667178757735535e-08,6.657239163153167e-08,3.7461700504631577e-08,1.0482313756057958e-07,6.657239163153167e-08,3.06982303350253e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32260-MONOMER_s,1.2871293706813923e-07,2.6663249455138615e-09,3.0419468286700445e-09,2.6546688422531135e-09,2.64517155485693e-09,2.6168377570282773e-09,2.6616384437379895e-09,2.6663249455138615e-09,2.6663249455138615e-09,2.665800197991031e-09,2.666383108681644e-09,2.6663249455138615e-09,1.5300391651477267e-09,3.042092002567777e-09,2.6663249455138615e-09,2.762458942167602e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38770-MONOMER_s,4.496444776959916e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32840-MONOMER_s,1.528168706382892e-08,1.4347997307665575e-09,1.4289685058390403e-09,1.43029850049832e-09,1.4347362840579292e-09,1.4038161508363772e-09,1.4319460176846984e-09,1.4347997307665575e-09,1.4347997307665575e-09,1.4347997307665575e-09,1.4343556332656908e-09,1.4347997307665575e-09,8.720989606898119e-10,1.4289685058390403e-09,1.4347997307665575e-09,1.3460592845399088e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23800-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18230-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30870-MONOMER_s,8.457582900371726e-09,6.099874351388179e-09,5.831390070947736e-09,6.082976093397582e-09,6.099607336267767e-09,7.76935911786992e-10,6.087261816663576e-09,6.099874351388179e-09,6.099874351388179e-09,6.100170449410122e-09,6.0972897785211375e-09,6.099874351388179e-09,3.775633890926644e-09,5.831281744084289e-09,6.099874351388179e-09,5.490609562008672e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,7.83135781022912e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37240-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39350-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03270-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01410-MONOMER_s,3.4517800587551104e-06,6.657239163153167e-08,1.0480596987991743e-07,6.610360277705418e-08,6.657038036754379e-08,6.70270790243094e-08,6.658089258785529e-08,6.657239163153167e-08,6.657239163153167e-08,6.652596090098513e-08,6.667178757735535e-08,6.657239163153167e-08,3.7461700504631577e-08,1.0482313756057958e-07,6.657239163153167e-08,3.06982303350253e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15570-MONOMER_s,1.2908899793646923e-08,8.170633097876538e-12,1.6469897496030074e-11,8.0434588424642e-12,2.9049819567538293e-25,8.185101475953141e-12,8.17015741966275e-12,8.170633097876637e-12,8.170633097876538e-12,8.160314404327618e-12,8.19249256623371e-12,8.170633097876538e-12,5.5311447900782005e-12,1.6472484797189914e-11,8.170633097876538e-12,1.6984784493530831e-12,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12360-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-195_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-194_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39980-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU19580-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14190-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15500-MONOMER_s,0.0,1.4079126368931641e-09,1.5941445533173632e-09,1.3986204075592421e-09,1.4078413270174395e-09,1.37358176565044e-09,1.4052480901068894e-09,1.4079126368931641e-09,1.4079126368931641e-09,1.40778864530226e-09,1.4082960129473436e-09,1.4079126368931641e-09,9.507726703906885e-10,1.5941894998926352e-09,1.4079126368931641e-09,2.0849485938632012e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11190-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38040-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28800-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31180-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33040-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16670-MONOMER_s,1.2018873978194616e-13,1.8357773162731092e-15,1.8245974175409862e-15,1.8271452765823455e-15,1.8356555506530253e-15,1.776635639274351e-15,1.830303197383147e-15,1.8357773162731092e-15,1.8357773162731092e-15,1.8357773162683283e-15,1.834925078889834e-15,1.8357773162731092e-15,4.8402805181951986e-14,1.8245974175418954e-15,1.8357773162731092e-15,1.2617146671991424e-14,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27010-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00380-MONOMER_s,6.5050551069515245e-09,4.7053700279725456e-11,8.218607755228362e-11,4.661918167999295e-11,4.705130285590681e-11,4.670179145560006e-11,4.7010452742625904e-11,4.7053700279725456e-11,4.7053700279725456e-11,4.6997896123000516e-11,4.712036498954719e-11,4.7053700279725456e-11,1.914049249137424e-11,8.219872084068615e-11,4.7053700279725456e-11,6.423435116244233e-12,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06160-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03930-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32460-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29440-MONOMER_s,2.2144222073496448e-08,1.2967476008884728e-09,1.468275140668818e-09,1.2881890612604328e-09,1.296681921450813e-09,1.2651274039005035e-09,1.294293439627316e-09,1.2967476008884728e-09,1.2967476008884728e-09,1.2966333993437022e-09,1.2971007065894008e-09,1.2967476008884728e-09,8.757021899030006e-10,1.4683165383820885e-09,1.2967476008884728e-09,1.9203265999757206e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13580-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU19800-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU19690-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU35780-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00810-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32430-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09130-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03950-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18670-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01040-MONOMER_s,3.4517800587551104e-06,6.657239163153167e-08,1.0480596987991743e-07,6.610360277705418e-08,6.657038036754379e-08,6.70270790243094e-08,6.658089258785529e-08,6.657239163153167e-08,6.657239163153167e-08,6.652596090098513e-08,6.667178757735535e-08,6.657239163153167e-08,3.7461700504631577e-08,1.0482313756057958e-07,6.657239163153167e-08,3.06982303350253e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23840-MONOMER_s,3.1284559613180645e-13,5.250711759735855e-15,8.04422806812589e-15,5.2138505979958665e-15,5.250533756809409e-15,5.2544330866689274e-15,5.2492424825592025e-15,5.250711759735855e-15,5.250711759735855e-15,5.247287858533186e-15,5.2573680484523496e-15,5.250711759735855e-15,2.869383326632617e-15,8.045453952929272e-15,5.250711759735855e-15,2.0027575998065597e-15,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27270-MONOMER_s,0.0,1.3927753101181007e-12,1.4097007942334184e-12,1.3881913837944083e-12,9.56282177141552e-12,1.3633861731093033e-12,1.3900492207747403e-12,1.3927753101181007e-12,1.3927753101181007e-12,1.3927479229512228e-12,1.3924089161708887e-12,1.3927753101181007e-12,0.0,1.4097108999916207e-12,1.3927753101181007e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23760-MONOMER_s,1.0543546580174336e-24,0.0,0.0,9.86829781144531e-26,9.898916151982121e-26,0.0,0.0,9.899355360228186e-26,0.0,9.89935390044471e-26,9.896289864461814e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13560-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37110-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01020-MONOMER_s,3.4517800587551104e-06,6.657239163153167e-08,1.0480596987991743e-07,6.610360277705418e-08,6.657038036754379e-08,6.70270790243094e-08,6.658089258785529e-08,6.657239163153167e-08,6.657239163153167e-08,6.652596090098513e-08,6.667178757735535e-08,6.657239163153167e-08,3.7461700504631577e-08,1.0482313756057958e-07,6.657239163153167e-08,3.06982303350253e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU21920-MONOMER_s,4.463676128454195e-09,4.190951745435433e-10,4.1739191367974674e-10,4.177803960107095e-10,4.1907664219449376e-10,4.1004508304966964e-10,4.182616244971547e-10,4.190951745435433e-10,4.190951745435433e-10,4.190951745435433e-10,4.1896545670512367e-10,4.190951745435433e-10,2.5473413349072147e-10,4.1739191367974674e-10,4.190951745435433e-10,3.931746979760159e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15190-MONOMER_s,1.2712046283279813e-07,1.1935357993237132e-08,1.188685104445772e-08,1.1897914583185259e-08,1.1934830212833545e-08,1.1677621592505298e-08,1.1911619427839037e-08,1.1935357993237132e-08,1.1935357993237132e-08,1.1935357993237132e-08,1.1931663775470645e-08,1.1935357993237132e-08,7.254540879933061e-09,1.188685104445772e-08,1.1935357993237132e-08,1.1197172048897153e-09,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30780-MONOMER_s,1.134344975217474e-11,1.0650380800499358e-12,1.0607096177091849e-12,1.0616968599897779e-12,1.0649909841665912e-12,1.0420392658082554e-12,1.0629197961971134e-12,1.0650380800499358e-12,1.0650380800499358e-12,1.0650380800499358e-12,1.0647084307340513e-12,1.0650380800499358e-12,6.473506948669345e-13,1.0607096177091849e-12,1.0650380800499358e-12,9.99166897859575e-14,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03990-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27550-MONOMER_s,1.2171584178416864e-08,8.551179770136415e-11,1.0342279779144763e-10,8.491716236313068e-11,8.550771894725261e-11,8.556888554325267e-11,8.544978819354397e-11,8.551179770136415e-11,8.551179770136415e-11,8.551552350742044e-11,8.561177330982793e-11,8.551179770136415e-11,3.686367617839111e-11,1.0344220193649919e-10,8.551179770136415e-11,1.2937374046492848e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU17000-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU08000-MONOMER_s,2.8447262561134785e-10,1.695746200722579e-12,2.6546601051554585e-12,1.6752431328469901e-12,1.6956460261956656e-12,1.680301961986699e-12,1.6943664130077236e-12,1.695746200722579e-12,1.695746200722579e-12,1.6945750487978331e-12,1.6988675894128928e-12,1.695746200722579e-12,7.457985649005035e-13,2.655092242097084e-12,1.695746200722579e-12,2.376770563115174e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22650-MONOMER_s,1.2078997190573384e-08,8.174611683745546e-11,1.2831057552636454e-10,8.12194274264714e-11,8.174220845544057e-11,8.100500096090882e-11,8.165770427917224e-11,8.174611683745546e-11,8.174611683745546e-11,8.169341863119888e-11,8.183454073947256e-11,8.174611683745546e-11,3.0089918081884884e-11,1.2833070562319748e-10,8.174611683745546e-11,1.1685915510283965e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37190-MONOMER_s,3.985082178700286e-11,3.741599218201206e-12,3.726392840501164e-12,3.729861134278105e-12,3.741433765037039e-12,3.660801782881156e-12,3.734157447473838e-12,3.741599218201206e-12,3.741599218201206e-12,3.741599218201206e-12,3.740441122875135e-12,3.741599218201206e-12,2.2742161986382355e-12,3.726392840501164e-12,3.741599218201206e-12,3.5101863059287293e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22660-MONOMER_s,1.0851994365274e-08,7.344222250464702e-11,1.15276592969476e-10,7.296903500157275e-11,7.343871114199548e-11,7.277639030107835e-11,7.336279102791336e-11,7.344222250464702e-11,7.344222250464702e-11,7.339487746198051e-11,7.35216641728009e-11,7.344222250464702e-11,2.703333863932048e-11,1.1529467822059054e-10,7.344222250464702e-11,1.049884251729425e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01270-MONOMER_s,3.4517800587551104e-06,6.657239163153167e-08,1.0480596987991743e-07,6.610360277705418e-08,6.657038036754379e-08,6.70270790243094e-08,6.658089258785529e-08,6.657239163153167e-08,6.657239163153167e-08,6.652596090098513e-08,6.667178757735535e-08,6.657239163153167e-08,3.7461700504631577e-08,1.0482313756057958e-07,6.657239163153167e-08,3.06982303350253e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16680-MONOMER_s,3.4517800587551104e-06,6.657239163153167e-08,1.0480596987991743e-07,6.610360277705418e-08,6.657038036754379e-08,6.70270790243094e-08,6.658089258785529e-08,6.657239163153167e-08,6.657239163153167e-08,6.652596090098513e-08,6.667178757735535e-08,6.657239163153167e-08,3.7461700504631577e-08,1.0482313756057958e-07,6.657239163153167e-08,3.06982303350253e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03860-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-180_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-181_s,5.415371617741961e-08,5.405887176586189e-09,4.789424739738293e-09,8.240189354004724e-10,5.397485477338582e-09,5.7320112851278045e-09,5.39382515765683e-09,5.40588717658619e-09,5.405887176586189e-09,5.40655942826107e-09,5.402331516368938e-09,5.405887176586189e-09,3.5959222202863646e-09,4.789145828538203e-09,5.40588717658619e-09,4.359401275101292e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01210-MONOMER_s,3.4517800587551104e-06,6.657239163153167e-08,1.0480596987991743e-07,6.610360277705418e-08,6.657038036754379e-08,6.70270790243094e-08,6.658089258785529e-08,6.657239163153167e-08,6.657239163153167e-08,6.652596090098513e-08,6.667178757735535e-08,6.657239163153167e-08,3.7461700504631577e-08,1.0482313756057958e-07,6.657239163153167e-08,3.06982303350253e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX8J2-189_s,8.39276606747275e-07,1.5270733335698504e-06,1.5262650450923203e-06,1.5276300710627562e-06,1.527049336974781e-06,1.520090429983349e-06,1.5263609264767966e-06,1.5270733335698504e-06,1.5270733335698504e-06,1.5270696181785019e-06,1.5253384792336091e-06,1.5270733335698504e-06,5.571652393899767e-07,1.5262664699777142e-06,1.5270733335698504e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23490-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00550-MONOMER_s,3.368563520760592e-11,4.1238746023054943e-13,6.529935860633245e-13,4.0939714608784573e-13,4.1236907710181374e-13,4.1652451432715575e-13,4.12393541582533e-13,4.1238746023054943e-13,4.1238746023054943e-13,4.120978984224005e-13,4.129212365279556e-13,4.1238746023054943e-13,2.2831159463172564e-13,6.530927525421905e-13,4.1238746023054943e-13,1.562498978615714e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16530-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39050-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00460-MONOMER_s,1.009110555865285e-10,9.474553089732157e-12,9.43604719307687e-12,9.444829676609728e-12,9.474134125889067e-12,9.269956192573823e-12,9.455708887634007e-12,9.474553089732157e-12,9.474553089732157e-12,9.474553089732157e-12,9.47162053736352e-12,9.474553089732157e-12,5.7588161785766414e-12,9.43604719307687e-12,9.474553089732157e-12,8.888564640646159e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22060-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02420-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU25310-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33940-MONOMER_s,0.0,6.234437128798196e-09,6.537494127171624e-09,2.898873371925007e-09,6.219358921049888e-09,3.4521092489328664e-09,6.0275838566090945e-09,6.234437128798196e-09,6.234437128798196e-09,6.234026940350844e-09,6.233314969442807e-09,6.2344371287981956e-09,4.985363491338095e-07,6.537612731613216e-09,6.2344371287981956e-09,3.33456650373934e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39390-MONOMER_s,4.6939447172032394e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU07610-MONOMER_s,4.496444776959916e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15600-MONOMER_s,4.746217399643781e-24,0.0,0.0,4.442250126831635e-25,4.456033085125752e-25,0.0,0.0,0.0,0.0,4.456230139201786e-25,4.454850852165644e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00760-MONOMER_s,0.0,1.7287670395699888e-12,1.7217410907641404e-12,1.7233435798645105e-12,1.7286905936547205e-12,1.6914354241517446e-12,1.7253286467333304e-12,1.7287670395699888e-12,1.7287670395699888e-12,1.7287670395699888e-12,1.7282319536584214e-12,1.7287670395699888e-12,1.05077796305294e-12,1.7217410907641404e-12,1.7287670395699888e-12,1.6218451080810548e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31580-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06510-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU40550-MONOMER_s,8.92715042985243e-06,1.642440028886862e-07,1.8964644955289704e-07,2.72364786306969e-07,1.6443116741361696e-07,6.499844396015591e-07,1.7598485976608626e-07,1.642440028886862e-07,1.642440028886862e-07,1.642144485212767e-07,1.5015443479016662e-07,1.642440028886862e-07,6.770408240337866e-08,1.8965765210815057e-07,1.642440028886862e-07,1.7921611999289732e-08,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11710-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
